date,AFG,ALB,DZA,AND,AGO,ATG,AZE,ARG,AUS,AUT,BHS,BHR,BGD,ARM,BRB,BEL,BTN,BOL,BIH,BRA,BLZ,BRN,BGR,BLR,KHM,CMR,CAN,CPV,CAF,LKA,TCD,CHL,CHN,TWN,COL,COG,COD,CRI,HRV,CUB,CYP,CZE,BEN,DNK,DMA,DOM,ECU,SLV,GNQ,ETH,ERI,EST,FJI,FIN,FRA,DJI,GAB,GEO,GMB,DEU,GHA,GRC,GRD,GTM,GIN,GUY,HTI,VAT,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,CIV,JAM,JPN,KAZ,JOR,KEN,KOR,KWT,KGZ,LAO,LBN,LVA,LBR,LBY,LIE,LTU,LUX,MDG,MYS,MDV,MLT,MRT,MUS,MEX,MCO,MNG,MDA,MNE,MAR,MOZ,OMN,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,TLS,QAT,ROU,RUS,RWA,LCA,VCT,SMR,SAU,SEN,SRB,SYC,SGP,SVK,VNM,SVN,SOM,ZAF,ZWE,ESP,SDN,SUR,SWZ,SWE,CHE,SYR,THA,TGO,TTO,ARE,TUN,TUR,UGA,UKR,MKD,EGY,GBR,TZA,USA,BFA,URY,UZB,VEN,ZMB,RU-AD,RU-ALT,RU-AMU,RU-ARK,RU-AST,RU-BA,RU-BEL,RU-BRY,RU-BU,RU-CE,RU-CHE,RU-CU,RU-DA,RU-IN,RU-IRK,RU-IVA,RU-KAM,RU-KB,RU-KC,RU-KDA,RU-KEM,RU-KGD,RU-KGN,RU-KHA,RU-KHM,RU-KIR,RU-KK,RU-KL,RU-KLU,RU-KO,RU-KOS,RU-KR,RU-KRS,RU-KYA,RU-LEN,RU-LIP,RU-MAG,RU-ME,RU-MO,RU-MOS,RU-MOW,RU-MUR,RU-NGR,RU-NIZ,RU-NVS,RU-OMS,RU-ORE,RU-ORL,RU-PER,RU-PNZ,RU-PRI,RU-PSK,RU-ROS,RU-RYA,RU-SA,RU-SAK,RU-SAM,RU-SAR,RU-SE,RU-SMO,RU-SPE,RU-STA,RU-SVE,RU-TA,RU-TAM,RU-TOM,RU-TUL,RU-TVE,RU-TY,RU-TYU,RU-UD,RU-ULY,RU-VGG,RU-VLA,RU-VLG,RU-VOR,RU-YAN,RU-YAR,RU-YEV,RU-ZAB,UA-40,UA-43
4/5/20,349,361,1320,501,14,15,584,1451,5687,12051,28,700,88,822,56,19691,5,157,654,11130,5,135,531,562,114,650,15756,7,8,176,9,4471,82602,363,1485,45,154,454,1182,320,446,4587,22,4561,14,1745,3646,62,16,43,29,1097,12,1927,71412,59,21,174,4,100123,214,1735,12,61,121,24,21,7,268,733,1486,3588,2273,58226,961,4994,8430,128948,261,58,3139,584,345,142,10237,556,147,11,527,533,13,18,77,811,2804,72,3662,19,227,6,227,1890,73,14,864,214,1021,10,298,16,9,17953,1039,6,184,232,5687,3157,1801,1,104,2281,3246,4102,11278,1,1604,3864,5389,104,14,7,266,2402,222,1908,10,1309,485,241,997,7,1655,9,131646,12,10,9,6830,21100,19,2169,44,104,1799,574,27069,52,1308,555,1173,48436,22,337072,345,400,342,159,39,7,7,4,8,5,10,7,19,35,15,27,1,25,1,8,23,0,8,0,39,3,19,2,11,19,18,3,7,6,59,8,0,4,29,57,18,1,4,5,305,3893,15,3,47,11,10,12,6,21,27,7,9,9,12,15,6,17,19,5,2,191,11,40,25,7,3,29,6,0,11,5,1,8,3,13,14,12,6,3,1,5,20
4/6/20,367,377,1423,525,16,15,641,1554,5797,12297,29,756,123,833,60,20814,5,183,674,12161,7,135,549,700,114,658,16563,7,8,178,9,4815,82665,373,1579,45,161,467,1222,350,465,4822,26,4875,15,1828,3747,69,16,44,31,1108,14,2176,75343,90,24,188,4,103374,214,1755,12,70,128,31,24,7,298,744,1562,4778,2491,60500,1031,5364,8904,132547,323,58,3654,662,349,158,10284,665,216,12,541,542,14,19,77,843,2843,82,3793,19,241,6,244,2143,77,15,965,233,1120,10,331,16,9,18926,1106,6,253,238,5865,3766,1988,2,113,2561,3660,4413,11730,1,1832,4057,6343,105,14,7,266,2605,226,2200,11,1375,534,245,1021,7,1686,10,136675,12,10,10,7206,21657,19,2220,58,105,2076,596,30217,52,1319,570,1322,52279,24,366667,364,406,457,165,39,13,12,4,14,5,10,11,24,43,16,31,3,30,1,11,33,2,8,0,50,5,19,2,11,19,18,5,7,7,90,9,2,4,32,62,26,1,13,6,387,4484,18,5,56,11,10,14,7,21,32,7,10,9,17,15,6,17,19,8,3,226,20,44,41,15,3,39,8,0,11,5,2,15,5,23,23,12,6,3,1,5,21
4/7/20,423,383,1468,545,17,19,717,1628,5895,12639,33,811,164,853,63,22194,5,194,764,14034,7,135,577,861,115,658,17872,7,8,185,10,5116,82718,376,1780,45,180,483,1282,396,494,5017,26,5266,15,1956,3747,78,16,52,31,1149,15,2308,79163,90,30,196,4,107663,287,1832,12,77,144,33,25,7,305,817,1586,5311,2738,62589,1122,5709,9248,135586,349,63,3906,697,353,172,10331,743,228,14,548,548,14,20,78,880,2970,88,3963,19,293,6,268,2439,79,15,1056,241,1184,10,371,16,9,19709,1160,6,278,254,6086,4035,2100,2,115,2954,3764,4848,12442,1,2057,4417,7497,105,14,8,279,2795,237,2447,11,1481,581,249,1059,8,1749,11,141942,14,10,10,7693,22253,19,2258,65,107,2359,623,34109,52,1462,599,1450,55949,24,397505,384,424,520,165,39,13,12,4,14,5,12,14,56,43,17,32,6,43,7,14,47,2,13,3,61,5,48,2,16,38,20,5,11,11,101,9,2,4,32,62,26,1,13,6,454,5181,18,5,56,11,14,14,12,32,51,8,14,17,17,15,6,17,25,9,3,295,39,51,41,15,3,49,8,0,18,9,4,26,12,23,23,30,11,3,1,5,22
4/8/20,444,400,1572,564,19,19,822,1715,6010,12942,40,823,218,881,63,23403,5,210,804,16170,8,135,593,1066,117,730,19141,7,8,189,10,5546,82809,379,2054,45,180,502,1343,457,526,5312,26,5597,15,2111,4450,93,18,55,33,1185,15,2487,83057,135,34,211,4,113296,313,1884,12,87,164,37,27,8,312,895,1616,5916,2956,64586,1202,6074,9404,139422,384,63,4257,727,358,179,10384,855,270,15,576,577,31,21,78,912,3034,93,4119,19,299,6,273,2785,81,16,1174,248,1275,17,419,16,9,20682,1210,6,342,276,6086,4263,2249,2,119,4342,3870,5205,13141,1,2210,4761,8672,110,14,8,279,2932,244,2666,11,1623,682,251,1091,12,1845,11,148220,14,10,12,8419,23280,19,2369,70,107,2659,628,38226,53,1668,617,1560,61474,25,429052,414,424,545,167,39,13,18,4,14,5,16,18,57,50,22,32,15,44,25,14,47,2,23,5,85,7,49,3,24,41,20,6,15,11,119,9,2,10,39,94,44,1,40,13,549,5841,43,5,80,13,15,22,12,32,52,15,14,21,32,16,11,18,26,15,7,329,39,56,41,21,4,54,12,0,18,9,4,26,14,27,33,41,11,6,4,5,23
4/9/20,484,409,1666,583,19,19,926,1795,6108,13244,41,887,330,921,66,24983,5,264,858,18092,9,135,618,1486,119,730,20654,7,8,190,11,5972,82883,380,2223,60,180,539,1407,515,564,5569,26,5830,15,2349,4965,103,18,56,33,1207,15,2605,87366,135,44,218,4,118181,378,1955,12,95,194,37,30,8,343,980,1648,6725,3293,66220,1232,6574,9968,143626,444,63,4667,781,372,184,10423,910,280,16,582,589,31,24,78,955,3115,93,4228,19,337,7,314,3181,84,16,1289,252,1374,17,457,16,9,21903,1239,7,410,288,6211,4489,2528,2,124,5256,4076,5575,13956,1,2376,5202,10131,110,14,12,333,3287,250,2867,11,1910,701,255,1124,12,1934,11,153222,15,10,12,9141,24051,19,2423,73,109,2990,643,42282,53,1892,663,1699,65872,25,462780,443,456,582,171,39,13,21,4,24,21,22,18,97,54,22,34,17,57,25,17,60,5,23,6,105,7,52,3,24,41,28,6,23,11,150,12,2,20,39,112,48,1,41,17,748,6698,44,12,87,18,15,22,17,41,52,20,16,24,32,16,11,18,30,22,11,373,42,59,50,21,4,66,19,0,19,9,6,26,38,35,33,41,13,6,4,5,26
4/10/20,521,416,1761,601,19,19,991,1975,6215,13555,42,925,424,937,67,26667,5,268,901,19638,10,136,635,1981,119,820,22059,7,8,190,11,6501,82941,382,2473,60,215,558,1495,564,595,5732,35,6014,16,2620,7161,117,18,65,34,1258,16,2769,91738,150,44,234,4,122171,378,2011,14,126,212,37,31,8,382,1190,1675,7598,3512,68192,1279,8089,10408,147577,444,63,5530,812,372,189,10450,993,298,16,609,612,37,24,79,999,3223,93,4346,19,350,7,318,3441,90,16,1438,255,1448,20,484,16,9,23249,1283,7,438,305,6314,4695,2752,2,129,5897,4195,5955,15472,2,2512,5467,11917,118,15,12,344,3651,265,3105,11,2108,715,257,1160,21,2003,13,158273,17,10,12,9685,24551,19,2473,76,109,3360,671,47029,53,2203,711,1794,74605,32,496535,443,473,624,171,40,20,21,4,24,21,40,26,97,60,22,34,32,58,29,21,60,5,27,9,125,11,62,3,28,41,29,9,23,18,208,15,2,21,39,129,55,1,63,19,930,7822,67,18,119,21,17,25,24,45,67,20,16,29,38,16,11,20,34,27,13,408,52,61,50,33,4,71,24,0,22,11,40,28,42,38,37,41,13,8,4,5,29
4/11/20,555,433,1825,601,19,21,1058,1975,6303,13806,46,1040,482,967,68,28018,5,275,946,20727,13,136,661,2226,120,820,23316,8,8,198,11,6927,83014,385,2709,60,223,577,1534,620,616,5831,35,6191,16,2759,7257,118,18,69,34,1304,16,2905,94863,187,46,242,9,124908,408,2081,14,137,250,45,33,8,392,1310,1689,8446,3842,70029,1318,8928,10743,152271,533,65,6005,865,381,191,10480,1154,339,18,619,630,48,24,79,1026,3270,102,4530,19,370,7,319,3844,92,16,1560,263,1545,20,546,16,9,24571,1312,8,491,318,6409,5011,2974,2,133,6848,4428,6356,15987,2,2728,5990,13584,120,15,12,356,4033,278,3380,11,2299,728,258,1188,21,2028,14,163027,19,10,12,10151,25107,25,2518,76,112,3736,685,52167,53,2511,760,1939,79874,32,526396,484,494,767,175,40,20,29,6,24,21,65,26,123,61,30,40,39,84,29,23,62,10,30,9,138,12,65,3,29,41,35,12,32,24,208,15,2,42,60,134,58,1,63,19,1082,8852,67,18,152,28,17,25,29,45,67,23,16,38,55,19,11,21,35,27,17,488,66,74,73,33,4,71,31,6,30,11,62,33,48,39,37,50,13,8,4,6,29
4/12/20,607,446,1914,638,19,21,1098,2142,6315,13945,46,1136,621,1013,71,29647,5,300,1009,22192,14,136,675,2578,122,820,24298,8,8,210,18,7213,83134,388,2776,60,234,595,1600,669,633,5991,35,6369,16,2967,7466,125,21,71,34,1309,16,2974,121712,214,49,257,9,127854,566,2114,14,155,250,45,33,8,393,1410,1701,9205,4241,71686,1352,9655,11145,156363,574,69,6748,951,389,197,10512,1234,377,19,630,651,50,25,79,1053,3281,106,4683,20,378,7,324,4219,93,16,1662,272,1661,21,599,16,12,25746,1330,9,529,323,6525,5230,3234,2,134,7519,4648,6674,16585,2,2979,6300,15770,126,15,12,356,4462,280,3630,11,2532,742,262,1205,25,2173,14,166831,19,10,14,10483,25415,25,2551,76,113,4123,707,56956,54,2777,828,2065,85206,32,555313,497,480,865,181,43,20,29,17,24,29,84,31,141,73,47,40,50,84,29,28,80,10,35,11,169,12,70,4,29,41,36,12,32,24,208,18,2,43,85,139,63,1,70,42,1360,10158,128,18,194,28,19,25,29,60,67,24,16,52,71,22,11,24,42,34,17,557,74,78,73,48,4,74,31,6,39,13,70,38,71,42,49,62,27,8,8,6,31
4/13/20,665,467,1983,646,19,23,1148,2208,6351,14041,47,1361,803,1039,72,30589,5,330,1037,23430,18,136,685,2919,122,820,25679,10,11,217,23,7525,83213,393,2852,60,235,612,1650,726,662,6059,35,6513,16,3167,7529,137,21,74,34,1332,16,3064,125394,298,57,272,9,130072,566,2145,14,156,319,45,40,8,397,1458,1711,10453,4557,73303,1378,10647,11586,159516,626,73,7370,1091,391,208,10537,1300,419,19,632,655,59,26,79,1062,3292,106,4817,20,384,7,324,4661,93,17,1712,274,1763,21,727,16,14,26710,1349,9,529,343,6603,5496,3400,2,147,9784,4932,6934,16934,4,3231,6633,18328,127,15,12,356,4934,291,4054,11,2918,769,265,1212,60,2272,17,170099,29,10,15,10948,25688,25,2579,77,113,4521,726,61049,54,3102,854,2190,89570,49,580619,497,480,998,189,45,20,31,6,31,30,107,31,142,77,49,43,65,84,34,35,86,10,50,13,210,14,74,4,54,41,51,12,32,34,208,18,3,58,110,155,69,2,80,58,1855,11513,128,26,224,36,20,45,34,60,84,28,21,78,89,25,11,29,44,34,21,678,86,85,84,48,8,85,75,6,53,13,86,44,84,43,60,66,27,9,14,6,32
4/14/20,714,475,2070,659,19,23,1197,2277,6415,14226,49,1528,1012,1067,72,31119,5,354,1083,25262,18,136,713,3281,122,848,27034,11,11,233,23,7917,83306,393,2979,60,241,618,1704,766,695,6111,35,6706,16,3286,7603,149,41,82,34,1373,16,3161,131361,363,57,300,9,131359,636,2170,14,167,363,47,40,8,407,1512,1720,11487,4839,74877,1400,11479,12046,162488,638,73,7645,1232,397,216,10564,1355,430,19,641,657,59,35,79,1070,3307,108,4987,20,393,7,324,5014,93,30,1934,283,1888,28,813,16,16,27580,1366,9,570,373,6623,5837,3472,2,159,10303,5223,7202,17448,6,3428,6879,21102,134,15,12,371,5369,299,4465,11,3252,835,266,1220,60,2415,17,172541,32,10,15,11445,25936,29,2613,77,113,4933,747,65111,55,3372,908,2350,94845,53,607670,528,483,1165,189,45,27,36,6,32,30,129,41,142,86,64,48,65,100,34,39,96,10,50,16,215,14,79,4,54,56,51,20,32,49,305,18,3,58,131,190,74,3,91,71,2315,13002,128,26,292,36,20,53,41,87,84,32,21,98,116,26,11,40,49,52,55,799,95,93,107,83,15,85,75,6,67,19,86,46,100,50,68,66,27,9,14,7,32
4/15/20,784,494,2160,673,19,23,1253,2443,6440,14336,49,1671,1231,1111,73,33573,5,397,1110,28320,18,136,747,3728,122,848,28208,56,12,238,23,8273,83356,395,3105,117,254,626,1741,814,715,6216,35,6876,16,3614,7858,159,51,85,35,1400,16,3237,134582,435,80,306,9,134753,636,2192,14,180,404,55,41,8,419,1579,1727,12322,5136,76389,1415,12547,12501,165155,638,125,8100,1295,401,225,10591,1405,449,19,658,666,59,48,79,1091,3373,110,5072,22,399,7,324,5399,93,30,2049,288,2024,29,910,16,16,28316,1386,9,584,407,6740,6383,3574,2,161,11475,5453,7582,18091,8,3711,7216,24490,136,15,12,372,5862,314,4873,11,3699,863,267,1248,80,2506,23,177644,32,10,15,11927,26336,33,2643,81,114,5365,780,69392,55,3764,974,2505,99483,88,636350,542,492,1302,197,48,27,39,6,32,47,149,45,164,92,105,51,78,105,90,39,121,10,50,23,239,15,84,10,77,71,64,26,35,74,402,27,7,89,142,298,85,3,118,71,2587,14776,265,26,339,53,22,54,41,114,100,36,27,104,116,33,12,40,56,52,106,929,115,105,107,83,15,130,117,6,85,27,104,47,145,52,75,73,39,9,14,8,34
4/16/20,840,518,2268,673,19,23,1283,2571,6462,14476,53,1700,1572,1159,75,34809,5,441,1167,30425,18,136,800,4204,122,996,30808,56,12,238,27,8807,83403,395,3233,117,267,642,1791,862,735,6433,35,7074,16,3755,8225,164,51,92,35,1434,17,3369,147091,591,80,348,9,137698,641,2207,14,196,438,55,41,8,426,1652,1739,13430,5516,77995,1434,13271,12758,168941,654,143,8626,1402,402,234,10613,1524,466,19,663,675,59,49,79,1128,3444,111,5182,25,412,7,324,5847,93,31,2154,303,2283,31,1019,16,16,29383,1401,9,584,442,6896,6919,3751,7,174,12491,5660,7918,18841,18,4103,7707,27938,138,15,12,426,6380,335,5318,11,4427,977,268,1268,80,2605,23,184948,32,10,16,12540,26732,33,2672,81,114,5825,822,74193,55,4161,1081,2673,104145,94,667801,546,502,1349,204,48,43,48,9,33,60,191,58,201,100,108,53,125,154,153,45,136,21,69,30,260,18,92,11,91,110,73,27,36,102,441,38,8,120,202,330,96,18,147,71,3054,16146,306,53,404,64,23,82,73,132,107,40,32,145,154,35,12,50,70,52,132,1083,143,111,128,133,21,174,151,8,112,42,123,58,159,67,89,95,62,10,28,8,37
4/17/20,906,539,2418,696,19,23,1340,2669,6522,14595,54,1740,1838,1201,75,36138,5,465,1214,33682,18,136,846,4779,122,996,32813,56,12,244,27,9252,83760,395,3439,143,287,649,1814,923,750,6549,35,7268,16,4126,8450,177,79,96,35,1459,17,3489,149130,732,108,370,9,141397,641,2224,14,214,477,63,43,8,442,1763,1754,14352,5923,79494,1482,13980,12982,172434,688,143,9787,1546,407,246,10635,1658,489,19,668,682,76,49,79,1149,3480,117,5251,28,422,7,324,6297,94,31,2264,303,2564,34,1069,16,30,30619,1409,9,627,493,6937,7025,4016,7,199,13489,5878,8379,19022,18,4663,8067,32008,143,15,12,435,7142,342,5690,11,5050,1049,268,1304,116,2783,24,190839,33,10,16,13216,27078,38,2700,83,114,6302,864,78546,56,4662,1117,2844,109769,147,699706,557,502,1405,204,52,79,53,11,34,64,213,70,228,103,115,57,137,213,191,47,149,29,92,49,290,22,104,12,109,128,91,38,53,122,455,47,9,145,231,354,108,18,179,136,3526,18105,314,74,458,76,26,120,85,144,119,49,37,168,184,38,19,63,87,65,139,1507,155,115,144,133,21,199,188,9,146,58,138,62,183,77,108,101,81,16,30,12,40
4/18/20,933,548,2534,704,24,23,1373,2758,6547,14671,55,1773,2144,1248,75,37183,5,493,1268,36658,18,137,878,4779,122,1017,34355,58,12,254,33,9730,83787,398,3439,143,307,655,1832,986,761,6606,35,7437,16,4335,9022,190,79,105,39,1512,17,3681,149149,732,108,388,9,143342,834,2235,14,235,518,63,44,8,457,1834,1760,15722,6248,80868,1513,14758,13265,175925,801,163,10296,1615,413,262,10653,1751,506,19,672,712,76,49,79,1239,3537,120,5305,35,426,7,325,6875,94,31,2378,307,2685,35,1180,16,31,31766,1422,9,639,542,7036,7638,4210,7,202,14420,6087,8742,19685,18,5008,8418,36793,144,15,12,455,8274,350,5994,11,5992,1089,268,1317,135,3034,25,191726,66,10,22,13822,27404,38,2733,84,114,6302,864,82329,55,5106,1170,3032,115314,147,732197,565,508,1490,227,57,84,63,14,39,99,252,81,256,112,175,61,164,257,227,54,164,29,114,50,335,26,115,13,147,161,111,46,67,151,474,53,15,170,276,388,129,62,219,198,3954,20754,321,80,517,86,31,140,119,170,140,67,42,197,225,47,19,64,98,94,152,1646,209,126,160,165,24,229,237,9,185,62,157,79,198,86,130,106,105,19,33,12,43
